"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","modelyear","make","cellphoneuse"
"30960",16,23,2,2,50,58,1,5,2,2017,2016,12,0
"30961",23,23,3,2,39,40,0,6,3,2017,2008,20,0
"30962",35,23,1,3,19,25,1,31,3,2017,2008,12,0
"30963",38,23,1,1,57,57,1,1,5,2017,2017,49,0
"30964",38,23,3,2,66,68,1,1,5,2017,2008,62,0
"30965",45,23,1,2,70,80,1,19,5,2017,2010,37,0
"30966",45,23,2,1,40,40,0,19,5,2017,2015,2,0
"30967",52,23,1,1,26,26,0,1,6,2017,2011,41,0
"30968",52,23,2,2,67,79,1,1,6,2017,2008,6,0
"30969",60,23,1,1,31,31,1,21,6,2017,2014,63,0
"30970",60,23,2,2,14,54,0,21,6,2017,2013,20,0
"30971",70,23,1,2,19,57,0,16,7,2017,2016,32,0
"30972",78,23,1,1,73,73,1,4,8,2017,2009,37,0
"30973",78,23,2,1,31,31,0,4,8,2017,2009,7,0
"30974",90,23,1,2,7,63,1,23,8,2017,2009,49,0
"30975",90,23,2,1,28,28,0,23,8,2017,2012,12,0
"30976",105,23,3,2,37,38,0,19,9,2017,2017,35,0
"30977",105,23,4,2,44,48,0,19,9,2017,2010,2,0
"30978",128,23,2,2,69,70,0,8,10,2017,2011,12,0
"30979",134,23,1,1,70,70,0,16,10,2017,2017,23,0
"30980",134,23,2,2,25,30,1,16,10,2017,2009,35,0
"30981",135,23,1,2,21,23,1,17,10,2017,2018,37,0
"30982",140,23,1,1,78,78,1,30,10,2017,2008,20,0
"30983",140,23,2,3,11,52,0,30,10,2017,2010,37,0
"30984",150,23,1,2,18,21,0,22,11,2017,2008,12,0
"30985",150,23,2,2,75,78,1,22,11,2017,2008,12,0
"30986",151,23,1,1,25,25,0,24,11,2017,2009,2,1
"30987",151,23,2,1,63,63,1,24,11,2017,2008,12,0
"30988",9,24,1,3,43,45,1,15,1,2017,2014,2,0
"30989",19,24,1,1,25,25,0,21,1,2017,2016,48,0
"30990",19,24,2,1,22,22,0,21,1,2017,2015,41,0
"30991",26,24,1,1,53,53,0,25,1,2017,2013,20,0
"30992",26,24,2,1,62,62,1,25,1,2017,2012,52,0
"30993",45,24,1,2,55,56,2,1,3,2017,2013,20,0
"30994",45,24,2,1,65,65,0,1,3,2017,2011,30,0
"30995",51,24,1,2,22,69,1,3,3,2017,2012,30,0
"30996",51,24,2,1,57,57,0,3,3,2017,2013,2,0
"30997",65,24,2,2,22,24,1,9,3,2017,2008,20,0
"30998",69,24,1,2,17,18,0,27,3,2017,2012,35,0
"30999",72,24,1,1,76,76,1,5,3,2017,2014,12,0
"31000",72,24,3,1,22,22,0,5,3,2017,2015,20,0
"31001",72,24,4,1,21,21,0,5,3,2017,2014,20,0
"31002",72,24,5,1,24,24,0,5,3,2017,2011,49,0
"31003",78,24,1,1,42,42,1,6,4,2017,2010,20,0
"31004",78,24,2,1,26,26,0,6,4,2017,2015,63,0
"31005",81,24,1,1,24,24,0,28,3,2017,2016,58,0
"31006",81,24,3,1,29,29,0,28,3,2017,2010,20,0
"31007",81,24,5,1,50,50,0,28,3,2017,2016,49,0
"31008",88,24,2,2,27,27,0,15,4,2017,2010,30,0
"31009",108,24,1,3,9,43,0,15,1,2017,2014,20,0
"31010",110,24,1,2,28,41,1,21,1,2017,2014,12,0
"31011",111,24,1,1,60,60,0,23,1,2017,2015,2,0
"31012",111,24,2,1,39,39,1,23,1,2017,2013,30,0
"31013",111,24,3,1,31,31,0,23,1,2017,2011,41,0
"31014",111,24,4,1,37,37,0,23,1,2017,2015,49,0
"31015",114,24,1,2,2,27,1,4,2,2017,2009,35,0
"31016",125,24,1,2,0,22,1,17,5,2017,2017,30,0
"31017",125,24,2,1,66,66,1,17,5,2017,2016,42,0
"31018",125,24,3,1,59,59,0,17,5,2017,2016,35,0
"31019",130,24,1,3,20,21,1,18,5,2017,2010,35,0
"31020",138,24,1,2,36,47,1,25,5,2017,2012,67,0
"31021",145,24,1,2,33,83,1,21,5,2017,2013,63,0
"31022",154,24,1,1,21,21,0,9,6,2017,2014,49,0
"31023",154,24,2,1,62,62,1,9,6,2017,2014,12,0
"31024",155,24,1,3,25,29,1,10,6,2017,2016,42,0
"31025",168,24,1,2,0,29,1,2,3,2017,2011,20,0
"31026",171,24,1,2,31,34,1,11,3,2017,2010,42,0
"31027",175,24,1,2,23,45,0,1,4,2017,2008,54,0
"31028",175,24,2,2,79,80,1,1,4,2017,2009,49,0
"31029",175,24,4,2,24,26,0,1,4,2017,2009,69,0
"31030",180,24,2,2,71,73,1,12,6,2017,2013,37,0
"31031",182,24,1,2,36,40,1,30,6,2017,2009,22,0
"31032",187,24,1,2,32,53,1,21,6,2017,2009,54,0
"31033",187,24,2,3,4,58,0,21,6,2017,2015,35,0
"31034",188,24,1,3,16,20,0,24,6,2017,2012,37,0
"31035",206,24,1,3,20,49,1,1,7,2017,2016,7,0
"31036",208,24,1,1,24,24,1,8,7,2017,2011,35,0
"31037",208,24,2,2,21,24,0,8,7,2017,2015,35,0
"31038",210,24,1,2,19,58,0,15,4,2017,2014,2,0
"31039",220,24,1,3,13,51,1,16,7,2017,2012,37,0
"31040",220,24,2,1,21,21,0,16,7,2017,2015,12,0
"31041",226,24,1,2,65,67,1,20,7,2017,2014,35,0
"31042",226,24,2,1,32,32,0,20,7,2017,2017,55,1
"31043",230,24,1,2,8,35,0,11,7,2017,2008,13,0
"31044",231,24,1,1,23,23,1,13,7,2017,2010,7,0
"31045",231,24,2,1,60,60,0,13,7,2017,2015,7,0
"31046",232,24,1,2,10,42,0,10,4,2017,2012,37,0
"31047",237,24,1,2,42,42,0,15,4,2017,2011,7,0
"31048",238,24,2,2,1,65,1,25,4,2017,2016,48,0
"31049",244,24,3,2,21,21,0,26,7,2017,2014,49,0
"31050",247,24,1,2,27,35,1,28,7,2017,2015,6,0
"31051",248,24,1,1,24,24,0,25,2,2017,2012,7,0
"31052",248,24,2,2,25,26,2,25,2,2017,2012,35,0
"31053",253,24,1,2,24,51,0,17,7,2017,2012,49,0
"31054",253,24,2,3,20,21,0,17,7,2017,2014,37,0
"31055",255,24,1,1,47,47,1,21,7,2017,2014,7,0
"31056",255,24,3,2,27,27,0,21,7,2017,2011,20,0
"31057",259,24,1,4,0,34,0,7,8,2017,2008,2,0
"31058",261,24,2,3,52,74,0,5,8,2017,2016,35,0
"31059",270,24,3,1,61,61,0,18,5,2017,2016,37,0
"31060",270,24,4,5,8,64,0,18,5,2017,2011,23,0
"31061",271,24,2,3,26,43,1,10,6,2017,2015,35,0
"31062",275,24,2,2,55,82,0,19,7,2017,2018,34,0
"31063",290,24,1,4,6,33,1,3,8,2017,2013,55,0
"31064",297,24,1,1,24,24,1,23,8,2017,2011,41,0
"31065",297,24,2,1,23,23,0,23,8,2017,2015,2,0
"31066",300,24,1,1,85,85,1,22,8,2017,2008,42,0
"31067",300,24,2,2,28,31,0,22,8,2017,2016,7,0
"31068",303,24,1,1,36,36,0,22,8,2017,2016,54,0
"31069",303,24,2,2,57,90,1,22,8,2017,2008,20,0
"31070",322,24,1,2,24,27,0,10,5,2017,2012,36,0
"31071",326,24,1,2,19,32,2,9,9,2017,2013,18,0
"31072",327,24,1,3,23,24,1,9,9,2017,2009,37,0
"31073",336,24,1,2,14,17,0,16,9,2017,2011,49,0
"31074",342,24,2,1,23,23,1,15,9,2017,2017,20,0
"31075",342,24,4,2,37,38,0,15,9,2017,2015,52,0
"31076",345,24,2,2,30,31,0,27,7,2017,2010,49,0
"31077",346,24,1,3,41,45,1,2,7,2017,2010,35,0
"31078",347,24,2,1,31,31,1,25,9,2017,2015,63,0
"31079",347,24,3,1,62,62,0,25,9,2017,2010,49,0
"31080",348,24,1,2,55,86,1,3,9,2017,2009,37,0
"31081",353,24,1,2,2,29,0,30,9,2017,2008,20,0
"31082",356,24,1,2,60,62,0,17,9,2017,2016,49,0
"31083",369,24,1,2,26,26,0,7,10,2017,2015,13,0
"31084",369,24,2,1,81,81,0,7,10,2017,2013,13,0
"31085",384,24,2,4,4,40,0,8,10,2017,2016,12,0
"31086",387,24,1,3,22,25,1,13,10,2017,2013,37,0
"31087",388,24,1,3,23,28,3,21,10,2017,2013,37,0
"31088",415,24,1,2,28,33,1,14,10,2017,2013,55,0
"31089",419,24,1,2,32,69,1,8,11,2017,2016,20,0
"31090",422,24,1,1,30,30,0,29,11,2017,2009,35,0
"31091",422,24,2,2,13,18,1,29,11,2017,2016,37,0
"31092",422,24,5,1,41,41,0,29,11,2017,2012,49,0
"31093",423,24,1,5,45,71,1,30,11,2017,2016,7,0
"31094",432,24,1,1,30,30,0,5,12,2017,2013,12,0
"31095",432,24,3,1,66,66,0,5,12,2017,2010,20,0
"31096",433,24,1,5,6,37,0,10,12,2017,2017,49,0
"31097",445,24,1,2,36,40,0,16,12,2017,2009,49,0
"31098",447,24,1,4,17,20,1,17,12,2017,2017,12,0
"31099",448,24,1,2,24,24,0,16,12,2017,2008,34,0
"31100",452,24,2,3,34,39,0,24,12,2017,2016,13,0
"31101",456,24,1,1,93,93,1,19,10,2017,2009,37,0
"31102",456,24,2,1,27,27,0,19,10,2017,2014,35,0
"31103",457,24,1,1,66,66,1,13,12,2017,2017,12,0
"31104",457,24,2,1,41,41,1,13,12,2017,2011,12,0
"31105",464,24,1,7,23,48,1,21,10,2017,2012,63,0
"31106",468,24,1,2,30,33,2,18,10,2017,2011,32,0
"31107",471,24,1,1,18,18,0,26,10,2017,2016,55,0
"31108",471,24,2,10,47,88,2,26,10,2017,2016,12,0
"31109",473,24,1,2,22,22,0,2,11,2017,2014,35,0
"31110",484,24,2,2,21,36,0,13,9,2017,2013,34,0
"31111",492,24,1,2,25,26,0,10,8,2017,2010,35,0
"31112",492,24,2,1,66,66,1,10,8,2017,2015,30,0
"31113",494,24,1,2,39,42,1,28,12,2017,2015,34,0
"31114",495,24,1,1,96,96,1,24,12,2017,2009,49,0
"31115",495,24,2,2,27,34,0,24,12,2017,2016,20,0
"31116",497,24,2,2,31,32,0,18,12,2017,2010,55,0
"31117",500,24,2,2,38,38,0,13,6,2017,2014,37,0
"31118",501,24,2,2,29,33,0,3,10,2017,2011,49,0
"31119",508,24,1,2,2,23,2,9,3,2017,2013,12,0
"31120",1,25,1,3,5,38,0,3,1,2017,2016,20,0
"31121",11,25,1,5,17,20,4,17,1,2017,2011,2,0
"31122",34,25,1,3,21,45,1,10,2,2017,2011,55,0
"31123",49,25,1,2,15,20,0,27,2,2017,2015,30,0
"31124",55,25,1,2,25,26,1,12,2,2017,2012,35,0
"31125",63,25,1,2,25,27,1,4,3,2017,2017,20,0
"31126",70,25,1,2,39,50,1,18,3,2017,2015,49,0
"31127",70,25,2,1,41,41,0,18,3,2017,2014,63,0
"31128",75,25,3,2,44,46,0,25,3,2017,2016,37,0
"31129",78,25,1,2,29,30,1,28,3,2017,2016,7,0
"31130",81,25,1,2,78,83,2,29,3,2017,2013,13,0
"31131",81,25,2,1,17,17,0,29,3,2017,2009,12,0
"31132",90,25,2,1,64,64,0,8,4,2017,2017,54,0
"31133",90,25,3,2,12,43,0,8,4,2017,2009,37,0
"31134",93,25,1,2,18,23,1,8,4,2017,2009,49,0
"31135",96,25,1,2,39,53,1,10,4,2017,2016,7,0
"31136",107,25,1,2,30,34,0,26,4,2017,2015,7,0
"31137",108,25,1,2,20,62,0,23,4,2017,2008,23,0
"31138",110,25,1,1,45,45,1,25,4,2017,2008,12,0
"31139",110,25,2,4,6,39,0,25,4,2017,2012,55,0
"31140",114,25,2,3,25,52,0,30,4,2017,2008,22,0
"31141",116,25,2,3,1,31,1,24,4,2017,2013,49,0
"31142",130,25,2,1,55,55,0,19,5,2017,2008,49,0
"31143",130,25,3,1,75,75,1,19,5,2017,2016,48,0
"31144",159,25,2,5,16,61,1,2,7,2017,2014,37,0
"31145",159,25,3,1,56,56,0,2,7,2017,2011,54,0
"31146",168,25,1,1,88,88,0,12,6,2017,2010,12,0
"31147",168,25,2,2,46,71,1,12,6,2017,2011,55,0
"31148",182,25,2,4,15,67,1,22,7,2017,2013,6,0
"31149",188,25,1,3,9,37,0,6,7,2017,2014,7,0
"31150",194,25,1,2,23,31,1,11,7,2017,2015,37,0
"31151",194,25,2,1,49,49,0,11,7,2017,2014,34,0
"31152",196,25,1,2,63,67,1,14,7,2017,2012,30,0
"31153",197,25,1,2,5,27,0,6,7,2017,2016,49,0
"31154",197,25,2,1,91,91,1,6,7,2017,2012,37,0
"31155",203,25,1,2,78,78,0,5,8,2017,2009,59,0
"31156",209,25,1,2,15,51,0,10,8,2017,2009,24,0
"31157",210,25,2,2,24,49,0,17,8,2017,2017,20,0
"31158",226,25,2,2,22,22,0,23,7,2017,2010,49,0
"31159",249,25,2,1,27,27,0,15,9,2017,2015,37,0
"31160",249,25,3,1,27,27,0,15,9,2017,2015,35,0
"31161",252,25,3,2,48,58,0,17,9,2017,2015,20,0
"31162",255,25,2,2,3,39,1,8,9,2017,2011,55,0
"31163",260,25,1,2,29,30,1,1,10,2017,2010,48,0
"31164",260,25,2,1,47,47,0,1,10,2017,2016,12,0
"31165",271,25,1,1,33,33,0,3,10,2017,2008,32,1
"31166",271,25,2,2,53,58,1,3,10,2017,2014,20,1
"31167",272,25,1,2,68,75,0,14,10,2017,2015,2,0
"31168",277,25,2,3,8,66,0,15,10,2017,2015,37,0
"31169",279,25,2,2,65,73,0,20,10,2017,2015,37,0
"31170",280,25,1,3,46,52,1,28,10,2017,2014,12,0
"31171",285,25,1,2,64,68,0,24,10,2017,2015,55,0
"31172",288,25,2,2,86,86,1,24,10,2017,2010,12,0
"31173",292,25,1,3,14,16,3,7,11,2017,2009,41,0
"31174",293,25,1,2,16,23,0,3,11,2017,2013,55,0
"31175",294,25,3,3,40,52,0,28,10,2017,2016,41,0
"31176",295,25,1,1,44,44,0,28,10,2017,2008,49,0
"31177",295,25,2,1,20,20,0,28,10,2017,2012,35,0
"31178",299,25,1,1,20,20,0,19,11,2017,2008,54,0
"31179",299,25,2,4,2,37,0,19,11,2017,2013,32,0
"31180",300,25,1,2,22,31,1,26,11,2017,2011,30,0
"31181",307,25,1,1,64,64,0,25,11,2017,2012,37,0
"31182",307,25,2,1,42,42,0,25,11,2017,2012,23,0
"31183",310,25,1,4,10,48,0,8,11,2017,2013,32,0
"31184",310,25,2,1,76,76,1,8,11,2017,2013,7,0
"31185",310,25,3,1,23,23,0,8,11,2017,2008,37,0
"31186",315,25,1,1,59,59,1,21,11,2017,2010,37,0
"31187",315,25,5,1,56,56,0,21,11,2017,2012,41,0
"31188",325,25,2,1,31,31,1,28,11,2017,2008,20,0
"31189",325,25,3,1,50,50,0,28,11,2017,2012,63,0
"31190",332,25,1,4,3,73,0,17,12,2017,2012,54,0
"31191",333,25,1,3,3,32,1,28,12,2017,2011,37,0
"31192",333,25,2,2,38,49,0,28,12,2017,2014,42,0
"31193",345,25,1,1,54,54,1,27,12,2017,2015,2,0
"31194",345,25,2,2,59,68,0,27,12,2017,2018,35,0
"31195",345,25,3,1,32,32,0,27,12,2017,2015,49,0
"31196",6,26,1,2,44,55,0,5,1,2017,2013,12,0
"31197",12,26,3,2,18,51,0,5,1,2017,2010,12,0
"31198",24,26,1,2,87,88,2,20,1,2017,2008,7,0
"31199",30,26,1,1,43,43,0,24,1,2017,2014,69,1
"31200",50,26,2,1,55,55,0,16,1,2017,2017,13,0
"31201",50,26,3,1,43,43,1,16,1,2017,2016,6,0
"31202",54,26,1,2,65,74,1,31,1,2017,2008,13,0
"31203",62,26,1,3,16,18,1,5,2,2017,2017,13,1
"31204",64,26,1,2,25,26,0,7,2,2017,2013,12,0
"31205",64,26,2,1,46,46,1,7,2,2017,2012,42,0
"31206",75,26,2,1,46,46,0,3,1,2017,2014,19,0
"31207",75,26,3,1,44,44,0,3,1,2017,2016,6,0
"31208",78,26,1,1,78,78,1,10,2,2017,2008,20,0
"31209",78,26,2,1,28,28,0,10,2,2017,2014,2,0
"31210",78,26,3,1,25,25,0,10,2,2017,2015,12,0
"31211",79,26,2,2,20,21,0,2,1,2017,2015,12,0
"31212",89,26,1,2,33,49,2,9,2,2017,2009,20,0
"31213",91,26,1,3,5,45,0,23,2,2017,2010,6,0
"31214",114,26,1,1,91,91,1,14,2,2017,2010,37,0
"31215",114,26,2,1,63,63,0,14,2,2017,2012,48,0
"31216",121,26,1,2,59,88,2,3,3,2017,2015,12,0
"31217",128,26,2,2,70,74,0,8,3,2017,2010,6,0
"31218",130,26,1,1,17,17,0,9,3,2017,2014,30,0
"31219",130,26,2,1,50,50,1,9,3,2017,2017,12,0
"31220",135,26,2,2,75,75,0,3,3,2017,2011,12,0
"31221",143,26,1,2,5,23,0,15,3,2017,2011,23,0
"31222",152,26,1,2,68,96,1,18,3,2017,2013,13,0
"31223",166,26,1,2,14,47,1,1,3,2017,2008,52,0
"31224",179,26,1,2,27,28,2,31,3,2017,2013,6,0
"31225",199,26,1,1,55,55,1,7,4,2017,2010,6,0
"31226",199,26,2,1,60,60,0,7,4,2017,2011,12,0
"31227",200,26,1,2,14,16,0,10,4,2017,2008,12,0
"31228",204,26,1,1,25,25,0,13,4,2017,2016,49,0
"31229",204,26,2,2,14,18,0,13,4,2017,2012,6,0
"31230",205,26,3,2,37,39,0,1,4,2017,2016,20,0
"31231",206,26,1,3,0,27,1,6,4,2017,2016,23,0
"31232",209,26,1,1,39,39,0,9,4,2017,2012,20,0
"31233",209,26,2,1,51,51,1,9,4,2017,2009,22,0
"31234",215,26,1,2,18,58,0,7,4,2017,2009,24,0
"31235",222,26,1,2,70,82,2,23,4,2017,2015,12,0
"31236",222,26,2,1,29,29,0,23,4,2017,2017,20,0
"31237",228,26,2,2,25,46,0,5,3,2017,2013,34,0
"31238",230,26,3,2,81,88,0,1,3,2017,2010,2,0
"31239",231,26,1,1,59,59,1,26,4,2017,2012,12,0
"31240",231,26,2,1,36,36,0,26,4,2017,2012,23,0
"31241",239,26,1,1,20,20,1,25,4,2017,2012,35,0
"31242",239,26,2,1,58,58,0,25,4,2017,2014,20,0
"31243",239,26,3,1,20,20,0,25,4,2017,2008,22,0
"31244",256,26,2,6,17,23,2,7,5,2017,2008,7,0
"31245",260,26,3,1,52,52,1,23,4,2017,2016,20,0
"31246",260,26,5,4,1,29,0,23,4,2017,2014,7,0
"31247",260,26,8,1,59,59,0,23,4,2017,2012,12,0
"31248",264,26,2,3,18,45,0,13,5,2017,2011,12,0
"31249",273,26,1,3,25,26,1,21,5,2017,2013,63,0
"31250",282,26,1,2,26,31,1,8,5,2017,2009,19,0
"31251",285,26,2,5,52,75,1,18,5,2017,2016,37,0
"31252",293,26,1,2,24,30,0,14,5,2017,2013,20,0
"31253",293,26,3,2,42,43,0,14,5,2017,2017,13,0
"31254",305,26,2,2,4,58,1,18,4,2017,2008,7,0
"31255",308,26,3,6,17,22,0,2,4,2017,2010,2,0
"31256",315,26,1,4,17,18,0,29,5,2017,2009,35,0
"31257",318,26,2,4,35,73,3,9,5,2017,2014,19,0
"31258",324,26,1,2,69,71,0,1,6,2017,2013,42,0
"31259",324,26,2,2,69,71,1,1,6,2017,2014,37,0
"31260",324,26,3,2,45,51,0,1,6,2017,2017,49,0
"31261",334,26,2,3,3,29,0,23,5,2017,2010,23,0
"31262",337,26,2,2,74,76,1,6,6,2017,2009,30,0
"31263",341,26,1,2,5,30,0,8,6,2017,2011,20,0
"31264",349,26,2,2,52,56,0,11,6,2017,2017,20,0
"31265",349,26,4,1,31,31,0,11,6,2017,2014,36,0
"31266",359,26,1,4,3,41,0,24,6,2017,2012,7,0
"31267",364,26,1,2,72,74,1,17,6,2017,2009,20,0
"31268",365,26,1,2,15,27,0,2,6,2017,2010,20,0
"31269",370,26,1,2,18,19,0,20,6,2017,2017,12,0
"31270",373,26,2,1,50,50,0,22,6,2017,2016,20,0
"31271",373,26,4,1,57,57,0,22,6,2017,2013,63,0
"31272",374,26,1,2,63,64,1,6,6,2017,2011,48,0
"31273",374,26,2,1,33,33,0,6,6,2017,2012,6,0
"31274",387,26,1,1,47,47,0,13,6,2017,2016,37,0
"31275",387,26,3,2,66,67,0,13,6,2017,2013,2,0
"31276",390,26,1,2,9,65,1,22,6,2017,2015,20,0
"31277",392,26,1,2,65,75,1,10,6,2017,2015,59,0
"31278",395,26,3,1,26,26,0,3,5,2017,2014,63,0
"31279",395,26,4,1,45,45,0,3,5,2017,2013,12,0
"31280",397,26,2,2,78,78,0,21,5,2017,2008,24,0
"31281",398,26,1,1,21,21,0,3,6,2017,2011,12,0
"31282",398,26,2,8,21,24,2,3,6,2017,2013,2,0
"31283",398,26,3,3,55,61,0,3,6,2017,2015,23,0
"31284",398,26,5,2,25,30,0,3,6,2017,2017,20,0
"31285",399,26,1,2,77,85,1,21,6,2017,2010,20,0
"31286",399,26,2,1,32,32,0,21,6,2017,2015,20,0
"31287",403,26,2,3,9,67,0,21,6,2017,2014,48,0
"31288",410,26,2,2,22,51,1,15,6,2017,2011,20,0
"31289",410,26,3,3,2,49,0,15,6,2017,2016,12,0
"31290",410,26,4,1,48,48,0,15,6,2017,2012,12,0
"31291",419,26,2,3,19,20,1,2,7,2017,2010,22,0
"31292",437,26,3,2,31,36,0,8,7,2017,2010,20,0
"31293",441,26,2,4,6,72,1,22,7,2017,2016,37,0
"31294",442,26,2,2,5,35,2,14,7,2017,2010,55,0
"31295",442,26,4,1,20,20,0,14,7,2017,2012,19,0
"31296",446,26,1,1,32,32,0,10,7,2017,2017,20,0
"31297",446,26,2,1,70,70,1,10,7,2017,2008,12,0
"31298",448,26,1,1,46,46,1,12,7,2017,2011,12,0
"31299",448,26,2,2,18,18,0,12,7,2017,2008,63,0
"31300",456,26,1,2,59,64,2,22,7,2017,2010,12,0
"31301",462,26,1,2,5,43,0,25,7,2017,2012,20,0
"31302",471,26,1,2,16,17,0,22,7,2017,2008,7,1
"31303",501,26,1,2,20,59,0,14,7,2017,2011,12,0
"31304",501,26,2,1,20,20,0,14,7,2017,2012,20,0
"31305",505,26,2,1,27,27,1,26,7,2017,2016,20,0
"31306",505,26,4,1,62,62,0,26,7,2017,2016,20,0
"31307",508,26,1,4,68,75,1,24,7,2017,2014,7,0
"31308",512,26,1,3,16,17,0,24,7,2017,2008,24,0
"31309",517,26,1,2,21,23,0,5,7,2017,2013,54,0
"31310",517,26,2,1,63,63,1,5,7,2017,2016,37,0
"31311",517,26,3,1,23,23,0,5,7,2017,2012,6,0
"31312",517,26,4,1,51,51,0,5,7,2017,2013,23,0
"31313",522,26,1,1,78,78,1,14,7,2017,2011,12,0
"31314",522,26,2,1,55,55,0,14,7,2017,2016,2,0
"31315",532,26,1,4,36,47,1,5,8,2017,2014,41,0
"31316",533,26,2,4,16,17,0,31,7,2017,2012,35,0
"31317",545,26,1,2,85,88,1,6,8,2017,2015,49,0
"31318",545,26,2,2,56,56,0,6,8,2017,2016,49,0
"31319",545,26,3,2,57,66,0,6,8,2017,2008,53,0
"31320",545,26,4,4,14,52,0,6,8,2017,2015,20,0
"31321",548,26,2,2,55,61,0,5,8,2017,2017,20,0
"31322",548,26,3,1,58,58,0,5,8,2017,2011,20,0
"31323",549,26,1,1,24,24,1,14,8,2017,2017,23,0
"31324",549,26,2,1,21,21,0,14,8,2017,2010,49,0
"31325",554,26,1,2,76,83,1,9,8,2017,2017,19,0
"31326",554,26,3,1,75,75,0,9,8,2017,2017,2,0
"31327",560,26,1,3,20,21,1,9,8,2017,2008,7,0
"31328",570,26,1,2,32,34,0,23,8,2017,2014,48,0
"31329",572,26,2,2,80,84,1,14,8,2017,2009,18,0
"31330",574,26,1,1,37,37,0,17,8,2017,2010,12,0
"31331",574,26,2,2,90,92,1,17,8,2017,2013,7,0
"31332",577,26,1,2,27,27,1,19,8,2017,2013,12,0
"31333",594,26,1,2,0,26,0,4,8,2017,2010,23,0
"31334",603,26,1,2,22,24,0,31,8,2017,2013,12,0
"31335",612,26,1,2,32,43,0,2,1,2017,2015,12,0
"31336",616,26,1,5,15,17,5,2,9,2017,2012,7,0
"31337",625,26,1,1,56,56,0,5,9,2017,2008,20,0
"31338",625,26,2,1,46,46,0,5,9,2017,2017,63,0
"31339",635,26,1,2,53,56,0,5,9,2017,2015,41,0
"31340",636,26,2,2,1,26,1,12,9,2017,2010,12,0
"31341",642,26,1,2,50,71,2,15,9,2017,2008,12,0
"31342",644,26,1,2,74,85,0,15,9,2017,2010,6,0
"31343",645,26,1,2,70,72,1,10,9,2017,2010,18,0
"31344",646,26,1,2,23,24,0,9,9,2017,2011,30,0
"31345",654,26,1,2,54,55,1,14,9,2017,2009,14,0
"31346",656,26,1,1,63,63,1,27,9,2017,2008,32,0
"31347",656,26,2,1,28,28,0,27,9,2017,2014,37,0
"31348",656,26,4,1,30,30,0,27,9,2017,2016,18,0
"31349",662,26,2,3,5,33,1,15,9,2017,2011,12,0
"31350",664,26,1,3,14,17,0,17,9,2017,2009,20,0
"31351",666,26,1,3,28,44,0,14,9,2017,2012,2,0
"31352",683,26,2,3,49,51,0,30,9,2017,2015,20,0
"31353",683,26,3,1,24,24,0,30,9,2017,2016,23,0
"31354",684,26,1,3,1,26,3,28,9,2017,2008,24,0
"31355",696,26,2,2,13,59,0,21,6,2017,2013,6,0
"31356",700,26,1,1,50,50,1,6,10,2017,2011,69,0
"31357",700,26,2,4,10,42,1,6,10,2017,2010,12,0
"31358",712,26,1,1,32,32,1,26,10,2017,2009,20,0
"31359",712,26,2,4,49,60,0,26,10,2017,2017,20,0
"31360",714,26,1,2,23,28,1,28,10,2017,2017,6,0
"31361",735,26,1,2,4,31,1,4,10,2017,2010,7,0
"31362",735,26,2,1,51,51,0,4,10,2017,2014,2,0
"31363",738,26,2,2,28,45,0,2,10,2017,2017,20,0
"31364",739,26,2,1,67,67,0,21,9,2017,2009,30,0
"31365",739,26,3,1,63,63,0,21,9,2017,2008,14,0
"31366",739,26,5,1,33,33,0,21,9,2017,2010,12,0
"31367",739,26,8,1,60,60,0,21,9,2017,2016,30,0
"31368",739,26,9,1,47,47,0,21,9,2017,2010,23,0
"31369",746,26,1,1,41,41,0,5,10,2017,2008,20,0
"31370",746,26,2,2,67,68,2,5,10,2017,2013,12,0
"31371",748,26,1,1,23,23,0,11,10,2017,2010,12,0
"31372",748,26,2,1,48,48,1,11,10,2017,2016,20,0
"31373",752,26,2,3,65,91,1,12,10,2017,2015,35,0
"31374",755,26,1,2,25,32,0,16,10,2017,2016,12,0
"31375",756,26,2,2,38,39,0,17,8,2017,2013,41,0
"31376",759,26,1,2,86,86,1,19,10,2017,2010,13,0
"31377",763,26,1,3,24,55,0,23,10,2017,2008,20,0
"31378",766,26,1,2,39,41,0,6,10,2017,2017,55,0
"31379",767,26,2,2,10,42,0,25,10,2017,2012,18,0
"31380",774,26,1,4,27,30,2,5,11,2017,2012,30,0
"31381",782,26,2,2,72,90,0,20,10,2017,2017,12,0
"31382",783,26,1,1,43,43,1,30,10,2017,2009,7,0
"31383",783,26,2,1,69,69,1,30,10,2017,2013,6,0
"31384",802,26,1,2,16,16,0,10,11,2017,2016,2,0
"31385",805,26,1,1,68,68,1,15,11,2017,2008,20,0
"31386",805,26,2,3,7,34,0,15,11,2017,2017,20,0
"31387",813,26,1,2,29,32,1,5,11,2017,2014,12,0
"31388",817,26,1,2,61,67,0,18,11,2017,2010,14,0
"31389",821,26,1,6,4,50,1,22,11,2017,2015,35,0
"31390",826,26,1,2,2,26,1,21,11,2017,2011,20,0
"31391",826,26,2,1,52,52,0,21,11,2017,2016,7,0
"31392",827,26,1,3,24,42,0,24,11,2017,2016,55,0
"31393",829,26,1,4,30,46,0,25,11,2017,2008,23,0
"31394",835,26,2,2,18,46,1,21,11,2017,2008,20,0
