"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","modelyear","make","cellphoneuse"
"4790",901,42,1,3,36,68,0,8,10,2015,2014,37,0
"4791",903,42,1,1,32,32,1,30,8,2015,2011,49,0
"4792",903,42,2,4,22,22,0,30,8,2015,2014,54,0
"4793",906,42,1,2,19,22,1,11,9,2015,2008,20,0
"4794",930,42,2,2,76,79,1,15,11,2015,2008,63,0
"4795",935,42,1,2,20,23,0,27,11,2015,2008,2,0
"4796",944,42,1,4,0,44,2,25,11,2015,2008,12,0
"4797",961,42,1,5,7,39,0,4,10,2015,2010,12,0
"4798",964,42,1,2,67,75,1,17,10,2015,2013,20,0
"4799",964,42,2,1,47,47,0,17,10,2015,2014,7,0
"4800",965,42,1,3,15,18,1,17,10,2015,2014,67,0
"4801",986,42,1,1,26,26,1,30,10,2015,2008,35,0
"4802",986,42,2,1,27,27,0,30,10,2015,2013,20,0
"4803",987,42,1,2,20,36,1,25,10,2015,2010,20,0
"4804",1001,42,1,2,23,51,2,9,11,2015,2013,55,0
"4805",1015,42,1,3,24,28,0,7,11,2015,2009,18,0
"4806",1029,42,2,6,48,84,0,14,11,2015,2014,12,0
"4807",1030,42,2,2,51,53,0,27,9,2015,2012,20,0
"4808",1032,42,1,1,32,32,1,28,11,2015,2012,37,0
"4809",1032,42,2,1,41,41,0,28,11,2015,2012,20,0
"4810",1037,42,2,3,16,42,3,9,11,2015,2015,35,0
"4811",1052,42,1,1,23,23,0,16,11,2015,2015,35,0
"4812",1052,42,2,1,66,66,0,16,11,2015,2014,18,0
"4813",1054,42,1,2,37,43,0,20,10,2015,2014,55,0
"4814",1074,42,1,2,35,35,1,1,11,2015,2013,34,0
"4815",1081,42,1,1,48,48,0,23,10,2015,2009,24,0
"4816",1081,42,2,1,57,57,0,23,10,2015,2015,49,0
"4817",1081,42,3,1,39,39,0,23,10,2015,2014,48,0
"4818",1099,42,2,2,20,55,0,15,12,2015,2012,35,0
"4819",1100,42,2,2,45,50,2,20,11,2015,2015,49,0
"4820",1101,42,2,4,10,40,0,19,12,2015,2008,35,0
"4821",1104,42,3,2,34,51,0,19,11,2015,2016,12,0
"4822",4,44,1,2,33,43,0,8,3,2015,2008,35,0
"4823",8,44,1,2,21,23,2,5,4,2015,2008,37,0
"4824",8,44,2,1,24,24,0,5,4,2015,2011,35,0
"4825",23,44,1,4,9,46,0,14,6,2015,2009,49,0
"4826",25,44,2,1,26,26,1,22,8,2015,2008,12,0
"4827",25,44,3,2,33,34,0,22,8,2015,2011,41,0
"4828",32,44,2,2,26,26,0,17,10,2015,2008,24,0
"4829",21,45,2,2,84,84,0,9,1,2015,2014,55,0
"4830",21,45,3,1,47,47,0,9,1,2015,2015,49,0
"4831",36,45,2,1,38,38,0,20,1,2015,2013,12,0
"4832",36,45,3,1,53,53,0,20,1,2015,2014,35,0
"4833",36,45,4,1,60,60,0,20,1,2015,2015,23,0
"4834",87,45,3,2,22,25,0,1,2,2015,2013,35,0
"4835",88,45,1,1,59,59,0,11,2,2015,2012,12,0
"4836",88,45,2,1,29,29,1,11,2,2015,2008,53,0
"4837",90,45,1,1,69,69,0,12,2,2015,2015,49,0
"4838",90,45,2,1,45,45,0,12,2,2015,2010,49,0
"4839",92,45,2,2,29,30,0,13,2,2015,2013,2,0
"4840",94,45,2,4,21,23,1,14,2,2015,2008,20,0
"4841",107,45,2,2,16,17,0,25,2,2015,2014,12,0
"4842",110,45,1,1,60,60,1,28,1,2015,2011,12,0
"4843",110,45,2,1,44,44,0,28,1,2015,2012,41,0
"4844",114,45,3,2,35,41,0,11,2,2015,2014,35,0
"4845",145,45,1,3,11,59,0,7,3,2015,2012,20,0
"4846",146,45,1,2,21,27,0,16,3,2015,2008,49,0
"4847",153,45,1,5,14,69,0,19,3,2015,2012,7,0
"4848",154,45,1,3,12,39,0,20,3,2015,2012,12,0
"4849",154,45,2,1,40,40,1,20,3,2015,2008,59,0
"4850",154,45,4,5,21,29,0,20,3,2015,2014,49,0
"4851",155,45,2,3,0,34,3,21,3,2015,2008,37,0
"4852",155,45,3,2,50,51,2,21,3,2015,2011,2,0
"4853",155,45,5,4,49,60,0,21,3,2015,2010,12,0
"4854",167,45,1,2,18,18,0,28,3,2015,2008,2,0
"4855",177,45,1,1,39,39,0,16,2,2015,2015,42,0
"4856",177,45,4,2,46,74,0,16,2,2015,2013,37,0
"4857",184,45,1,3,2,75,1,3,4,2015,2012,35,0
"4858",194,45,1,3,19,54,1,7,4,2015,2009,49,0
"4859",200,45,1,2,82,83,1,10,4,2015,2013,55,0
"4860",206,45,1,3,14,21,0,12,4,2015,2010,12,0
"4861",212,45,1,2,65,66,1,27,2,2015,2009,55,0
"4862",212,45,2,1,21,21,0,27,2,2015,2008,12,0
"4863",219,45,1,3,4,25,0,31,1,2015,2009,24,0
"4864",232,45,2,1,55,55,0,23,4,2015,2008,58,0
"4865",232,45,3,4,50,60,1,23,4,2015,2010,49,0
"4866",232,45,4,1,69,69,0,23,4,2015,2010,12,0
"4867",238,45,2,4,8,39,0,14,3,2015,2008,20,0
"4868",260,45,2,2,23,26,1,21,3,2015,2009,20,0
"4869",304,45,1,2,16,17,1,19,5,2015,2008,7,0
"4870",309,45,1,2,83,84,1,22,5,2015,2013,59,0
"4871",312,45,1,2,23,28,0,22,5,2015,2014,2,0
"4872",313,45,4,4,3,41,0,22,5,2015,2014,20,0
"4873",315,45,1,3,19,22,2,19,3,2015,2008,30,0
"4874",331,45,1,5,22,24,0,30,5,2015,2014,55,0
"4875",332,45,1,2,35,45,1,31,5,2015,2008,7,0
"4876",333,45,1,2,19,23,1,1,6,2015,2015,49,0
"4877",333,45,2,2,18,19,0,1,6,2015,2013,12,0
"4878",336,45,2,2,18,51,0,22,4,2015,2012,2,0
"4879",352,45,1,1,34,34,0,10,6,2015,2009,59,0
"4880",352,45,2,1,67,67,1,10,6,2015,2008,14,0
"4881",360,45,1,2,48,49,0,13,6,2015,2011,49,0
"4882",365,45,1,2,23,61,2,16,6,2015,2014,20,0
"4883",371,45,2,2,57,60,0,20,6,2015,2013,19,0
"4884",372,45,1,1,30,30,0,20,6,2015,2013,20,0
"4885",372,45,2,2,55,63,0,20,6,2015,2015,35,0
"4886",372,45,3,1,59,59,0,20,6,2015,2008,55,0
"4887",373,45,1,2,46,46,1,21,6,2015,2012,55,0
"4888",378,45,1,2,14,35,1,24,6,2015,2011,32,0
"4889",393,45,1,3,24,30,1,29,6,2015,2012,35,0
"4890",409,45,2,6,7,57,0,4,7,2015,2011,35,0
"4891",414,45,2,2,22,27,2,7,7,2015,2008,14,0
"4892",425,45,2,3,7,55,0,14,7,2015,2014,12,0
"4893",426,45,2,5,2,45,0,13,7,2015,2015,63,0
"4894",426,45,3,1,56,56,0,13,7,2015,2014,63,0
"4895",437,45,1,2,40,45,1,17,7,2015,2010,35,0
"4896",438,45,1,2,20,30,1,18,7,2015,2008,12,0
"4897",441,45,1,4,10,30,0,19,7,2015,2011,6,0
"4898",442,45,1,2,22,47,1,20,7,2015,2009,7,0
"4899",447,45,1,3,7,47,0,21,7,2015,2013,42,0
"4900",449,45,2,4,3,34,0,3,7,2015,2008,20,0
"4901",449,45,3,2,44,51,1,3,7,2015,2012,12,0
"4902",479,45,3,3,1,32,0,27,6,2015,2014,20,0
"4903",485,45,1,2,6,55,0,25,7,2015,2013,63,0
"4904",490,45,1,2,38,44,1,26,7,2015,2010,12,0
"4905",491,45,2,1,55,55,0,27,7,2015,2012,12,0
"4906",491,45,3,1,51,51,0,27,7,2015,2010,23,0
"4907",502,45,1,2,35,40,0,30,7,2015,2015,35,0
"4908",507,45,2,3,67,70,0,5,8,2015,2015,12,0
"4909",507,45,3,3,39,43,0,5,8,2015,2015,12,0
"4910",515,45,2,4,23,57,0,7,8,2015,2008,20,0
"4911",529,45,1,2,61,70,2,11,8,2015,2015,7,0
"4912",531,45,2,5,15,65,1,11,8,2015,2013,63,0
"4913",553,45,1,3,6,48,0,25,8,2015,2015,12,0
"4914",553,45,2,2,24,28,0,25,8,2015,2010,49,0
"4915",565,45,2,1,67,67,0,31,8,2015,2014,12,0
"4916",565,45,3,1,33,33,1,31,8,2015,2013,12,0
"4917",566,45,1,3,23,37,1,9,7,2015,2013,12,0
"4918",570,45,1,3,54,58,0,1,9,2015,2014,12,0
"4919",571,45,2,2,17,23,0,1,9,2015,2011,63,0
"4920",574,45,1,3,8,57,0,3,9,2015,2012,23,0
"4921",574,45,2,1,60,60,1,3,9,2015,2014,20,0
"4922",590,45,1,2,47,51,0,10,9,2015,2011,12,0
"4923",610,45,3,3,5,36,0,19,9,2015,2014,35,0
"4924",628,45,2,2,6,26,2,2,10,2015,2010,20,0
"4925",630,45,2,2,46,73,0,2,10,2015,2015,20,0
"4926",639,45,1,5,39,58,2,7,10,2015,2012,12,0
"4927",643,45,1,2,70,72,1,21,9,2015,2015,42,0
"4928",648,45,1,2,21,27,2,8,10,2015,2011,37,0
"4929",650,45,1,2,40,44,1,9,10,2015,2009,42,0
"4930",651,45,1,3,19,20,0,9,10,2015,2008,49,0
"4931",659,45,1,5,20,21,4,11,10,2015,2014,12,0
"4932",663,45,1,4,18,22,2,11,10,2015,2010,20,0
"4933",673,45,1,2,19,20,1,16,10,2015,2012,35,0
"4934",674,45,1,4,56,68,0,16,10,2015,2013,7,0
"4935",674,45,3,1,18,18,1,16,10,2015,2009,20,0
"4936",675,45,1,2,73,76,1,16,10,2015,2008,12,0
"4937",690,45,1,3,24,82,1,22,10,2015,2010,49,0
"4938",690,45,3,1,30,30,0,22,10,2015,2014,35,0
"4939",691,45,2,2,20,39,0,22,10,2015,2008,22,0
"4940",701,45,1,2,60,63,1,1,7,2015,2013,20,0
"4941",702,45,1,2,3,36,0,8,10,2015,2012,41,0
"4942",702,45,2,2,0,20,1,8,10,2015,2011,20,0
"4943",708,45,3,3,34,59,0,27,10,2015,2011,37,0
"4944",710,45,1,2,44,55,1,27,10,2015,2015,2,0
"4945",713,45,2,3,59,69,0,28,10,2015,2014,37,0
"4946",713,45,3,4,24,51,0,28,10,2015,2014,12,0
"4947",715,45,1,3,28,35,3,29,10,2015,2015,20,0
"4948",716,45,1,2,65,67,0,30,10,2015,2011,20,0
"4949",716,45,2,1,71,71,1,30,10,2015,2010,20,0
"4950",721,45,1,2,20,31,0,31,10,2015,2011,20,0
"4951",732,45,1,1,44,44,1,13,9,2015,2008,20,0
"4952",732,45,2,1,22,22,0,13,9,2015,2010,59,0
"4953",733,45,1,2,36,38,1,11,10,2015,2008,20,0
"4954",734,45,1,2,81,83,1,21,10,2015,2014,6,0
"4955",735,45,1,2,49,50,0,23,10,2015,2013,63,0
"4956",738,45,1,1,72,72,0,1,10,2015,2011,12,0
"4957",738,45,2,1,23,23,0,1,10,2015,2012,55,0
"4958",741,45,2,3,22,45,2,2,11,2015,2014,35,0
"4959",750,45,1,2,7,28,0,16,10,2015,2012,20,0
"4960",753,45,2,1,47,47,0,2,11,2015,2008,7,0
"4961",753,45,3,1,69,69,1,2,11,2015,2014,12,0
"4962",763,45,1,1,71,71,1,6,11,2015,2013,6,0
"4963",763,45,3,1,28,28,0,6,11,2015,2014,37,0
"4964",769,45,1,1,27,27,0,7,11,2015,2013,20,0
"4965",769,45,2,1,37,37,1,7,11,2015,2014,20,0
"4966",771,45,1,2,37,66,0,8,11,2015,2014,23,0
"4967",772,45,2,3,21,28,1,9,11,2015,2009,13,0
"4968",782,45,1,2,46,52,0,17,11,2015,2013,35,0
"4969",790,45,1,4,4,19,1,19,11,2015,2014,55,0
"4970",793,45,1,6,3,67,3,21,11,2015,2012,7,0
"4971",805,45,1,2,29,34,2,15,11,2015,2013,35,0
"4972",809,45,1,3,12,17,0,18,11,2015,2011,49,0
"4973",815,45,1,1,41,41,0,1,12,2015,2015,20,0
"4974",815,45,2,1,50,50,0,1,12,2015,2008,12,0
"4975",818,45,1,1,35,35,0,15,10,2015,2015,37,0
"4976",818,45,2,1,57,57,0,15,10,2015,2010,6,0
"4977",819,45,1,2,22,22,1,2,11,2015,2009,35,0
"4978",822,45,2,3,30,54,1,26,11,2015,2008,48,0
"4979",825,45,2,2,57,58,0,4,12,2015,2012,20,0
"4980",834,45,3,2,21,23,0,7,12,2015,2011,34,0
"4981",834,45,4,1,65,65,0,7,12,2015,2014,23,0
"4982",837,45,1,2,22,26,1,12,9,2015,2008,35,0
"4983",841,45,2,1,64,64,1,8,10,2015,2014,12,0
"4984",841,45,3,1,32,32,0,8,10,2015,2008,12,0
"4985",845,45,2,3,12,32,0,21,10,2015,2015,35,0
"4986",848,45,1,4,32,87,1,10,11,2015,2014,2,0
"4987",848,45,2,2,77,78,0,10,11,2015,2011,42,0
"4988",850,45,1,3,0,28,0,20,11,2015,2012,12,0
"4989",853,45,1,2,58,59,0,6,12,2015,2013,23,0
"4990",864,45,1,2,19,20,0,12,12,2015,2008,23,0
"4991",864,45,2,1,35,35,1,12,12,2015,2014,7,0
"4992",868,45,1,2,18,18,0,14,12,2015,2011,49,0
"4993",869,45,1,2,31,34,0,15,12,2015,2010,7,0
"4994",869,45,2,1,54,54,0,15,12,2015,2015,55,0
"4995",876,45,2,4,2,52,0,18,12,2015,2016,35,0
"4996",880,45,4,2,18,21,1,20,12,2015,2015,63,0
"4997",887,45,1,1,51,51,0,23,12,2015,2009,20,0
"4998",887,45,2,1,84,84,1,23,12,2015,2015,63,0
"4999",889,45,1,1,32,32,1,23,12,2015,2009,12,0
"5000",889,45,3,1,45,45,0,23,12,2015,2008,23,0
"5001",890,45,1,2,21,53,0,23,12,2015,2010,37,0
"5002",892,45,1,2,23,24,1,30,12,2015,2009,52,0
"5003",897,45,1,3,30,50,2,25,12,2015,2012,34,0
"5004",898,45,1,2,10,48,0,26,12,2015,2013,7,1
"5005",898,45,2,3,66,75,1,26,12,2015,2012,49,0
"5006",903,45,1,3,24,32,1,28,12,2015,2015,20,0
"5007",907,45,1,2,22,23,1,21,11,2015,2015,35,0
"5008",911,45,2,6,14,54,0,28,11,2015,2014,23,0
"5009",27,46,2,2,45,47,0,17,5,2015,2013,20,0
"5010",43,46,2,5,5,46,0,3,7,2015,2013,20,0
"5011",47,46,1,2,39,52,2,12,7,2015,2014,49,0
"5012",54,46,1,2,74,74,1,17,7,2015,2013,7,0
"5013",74,46,2,4,26,59,3,20,8,2015,2014,7,0
"5014",74,46,3,1,53,53,0,20,8,2015,2014,49,0
"5015",95,46,1,2,56,57,0,8,10,2015,2011,49,0
"5016",102,46,1,1,59,59,1,21,11,2015,2008,23,0
"5017",102,46,2,2,32,42,2,21,11,2015,2014,7,0
"5018",106,46,2,1,30,30,1,30,11,2015,2011,48,0
"5019",106,46,4,1,22,22,0,30,11,2015,2009,20,0
